ALFA,,Cl,,Cd,,,,,naca 0012; Re=6e06; M=0.15
-10,,-1.08660972138755,,0.0100421052631578
-8,,-0.881481516259348,,0.00922105263157894
-6,,-0.621652560763888,,0.00726315789473684
-5,,-0.542763,,0.00700093545529286
-4,,-0.409686748798076,,0.00650526315789473
-2,,-0.218233757345085,,0.00574736842105263
0,,0,,0.0056842
2,,0.218233757345085,,0.00574736842105263
4,,0.409686748798076,,0.00650526315789473
5,,0.542763,,0.00700093545529286,,,,,
6,,0.621652560763888,,0.00726315789473684
8,,0.881481516259348,,0.00922105263157894
10,,1.08660972138755,,0.0100421052631578
12,,1.24387467865251,,0.0118105263157894
14,,1.42165245643028
16,,1.56524220002003
18,,1.17549861027644
20,,0.881481516259348
22
24
