ALFA,,Cl,,Cd,,,,,naca 0012; Re=6e06; M=0.15
-10,,-0.891666666666666,,0.0102845190404722
-8,,-0.786111111111111,,0.00942630969434581
-6,,-0.618652560763888,,0.00826959274956671
-5,,-0.532763,,0.0077052
-4,,-0.406686748798076,,0.00700093545529286
-2,,-0.214233757345085,,0.00625466645866118
0,,0,,0.00595615886000851
2,,0.214233757345085,,0.00625466645866118
4,,0.406686748798076,,0.00700093545529286
5,,0.532763,,0.0077052
6,,0.618652560763888,,0.00826959274956671
8,,0.786111111111111,,0.00942630969434581
10,,0.891666666666666,,0.0102845190404722
12,,0.988888888888888,,0.0115158628849145
14,,0.611111111111111
16
18
20
22
24
